feedback_id,created_at,source,customer_id,customer_segment,product_area,feedback_text,rating,app_version,region,monthly_revenue,label,sentiment_label,severity_label
FB-0454,2026-06-27,Feature Request,CUST-1334,SMB,Payments,My payment failed after I entered the OTP.,1,4.0.0,Singapore,7178,Payment Failure,Negative,Critical
FB-0496,2026-06-27,App Store Review,CUST-1330,SMB,Refunds,My refund has not arrived after ten days.,2,4.0.0,United Kingdom,11038,Refund Delay,Negative,High
FB-0501,2026-06-27,Feature Request,CUST-1183,Mid-Market,Authentication,I cannot log in even though my password is correct.,1,4.0.0,Singapore,52082,Login Problem,Negative,High
FB-0601,2026-06-27,Feature Request,CUST-1148,Mid-Market,Dashboard,The analytics screen needs clearer filters.,3,4.0.0,United Kingdom,20904,Dashboard Usability,Neutral,Low
FB-0677,2026-06-27,App Store Review,CUST-1105,SMB,Performance,Transaction history freezes when I scroll.,2,4.1.0,UAE,11468,Slow Application,Negative,Medium
FB-0016,2026-06-28,Sales Note,CUST-1091,Mid-Market,Payments,I was charged twice for the same transaction.,1,4.1.0,United States,62165,Payment Failure,Negative,Critical
FB-0237,2026-06-28,Sales Note,CUST-1239,SMB,General,Customer support resolved my problem quickly.,4,4.0.0,India,10092,Positive Experience,Positive,Low
FB-0326,2026-06-28,Feature Request,CUST-1325,SMB,General,Customer support resolved my problem quickly.,4,4.0.0,UAE,2040,Positive Experience,Positive,Low
FB-0530,2026-06-28,Feature Request,CUST-1259,Mid-Market,General,FlowPay makes payment tracking much easier.,4,4.0.0,UAE,32112,Positive Experience,Positive,Low
FB-0211,2026-06-29,Support Ticket,CUST-1148,SMB,Authentication,Biometric login stopped working after the update.,3,4.0.0,Singapore,4308,Login Problem,Negative,High
FB-0356,2026-06-29,Sales Note,CUST-1125,Enterprise,Refunds,The refund status has been pending for a week.,1,4.0.0,Singapore,277536,Refund Delay,Negative,High
FB-0558,2026-06-29,App Store Review,CUST-1276,SMB,General,The new dashboard is clean and helpful.,5,4.1.0,UAE,6463,Positive Experience,Positive,Low
FB-0649,2026-06-29,Sales Note,CUST-1212,Free,Performance,The latest version feels slower than the previous one.,1,4.0.0,United States,0,Slow Application,Negative,Medium
FB-0672,2026-06-29,Sales Note,CUST-1081,SMB,Reporting,Invoice export would save our finance team several hours.,3,4.0.0,India,12172,Invoice Export,Neutral,Medium
FB-0747,2026-06-29,Sales Note,CUST-1104,SMB,Performance,The mobile application has become very slow.,2,4.0.0,United Kingdom,4871,Slow Application,Negative,Medium
FB-0088,2026-06-30,Feature Request,CUST-1036,SMB,Refunds,The refund status has been pending for a week.,2,4.1.0,UAE,13582,Refund Delay,Negative,High
FB-0094,2026-06-30,App Store Review,CUST-1168,SMB,Refunds,Support confirmed a refund but I have not received it.,2,4.0.0,United States,12979,Refund Delay,Negative,High
FB-0161,2026-06-30,Survey,CUST-1043,Enterprise,Reporting,We need bulk invoice downloads for accounting.,3,4.0.0,United Kingdom,193102,Invoice Export,Neutral,Medium
FB-0305,2026-06-30,Support Ticket,CUST-1153,Mid-Market,Payments,My payment failed after I entered the OTP.,1,4.1.0,India,44652,Payment Failure,Negative,Critical
FB-0426,2026-06-30,Feature Request,CUST-1099,Mid-Market,Payments,I was charged twice for the same transaction.,1,4.0.0,Singapore,53032,Payment Failure,Negative,Critical
FB-0487,2026-06-30,Sales Note,CUST-1151,SMB,Authentication,The OTP for login never arrives.,2,4.1.0,United States,14234,Login Problem,Negative,High
FB-0499,2026-06-30,App Store Review,CUST-1301,Free,Dashboard,Please allow us to customize dashboard widgets.,3,4.1.0,Singapore,0,Dashboard Usability,Neutral,Low
FB-0524,2026-06-30,App Store Review,CUST-1189,SMB,General,FlowPay makes payment tracking much easier.,4,4.1.0,Singapore,3049,Positive Experience,Positive,Low
FB-0561,2026-06-30,Survey,CUST-1004,Mid-Market,Performance,The latest version feels slower than the previous one.,2,4.1.0,UAE,47240,Slow Application,Negative,Medium
FB-0645,2026-06-30,Sales Note,CUST-1211,Mid-Market,Authentication,The OTP for login never arrives.,1,4.1.0,UAE,32985,Login Problem,Negative,High
FB-0670,2026-06-30,Survey,CUST-1309,SMB,Payments,I was charged twice for the same transaction.,1,4.1.0,UAE,4798,Payment Failure,Negative,Critical
FB-0734,2026-06-30,App Store Review,CUST-1110,Free,Performance,The latest version feels slower than the previous one.,1,4.1.0,Singapore,0,Slow Application,Negative,Medium
FB-0083,2026-07-01,Feature Request,CUST-1058,SMB,Reporting,Please add an option to export invoices to Excel.,3,4.1.0,Singapore,2841,Invoice Export,Neutral,Medium
FB-0234,2026-07-01,Survey,CUST-1330,Mid-Market,Dashboard,The dashboard navigation is confusing.,3,4.1.0,UAE,33825,Dashboard Usability,Neutral,Low
FB-0292,2026-07-01,Sales Note,CUST-1315,SMB,Integrations,A Shopify integration would simplify our workflow.,5,4.1.0,India,6040,Integration Request,Positive,Medium
FB-0018,2026-07-02,App Store Review,CUST-1029,Enterprise,Payments,The amount was deducted but the order was not confirmed.,3,4.1.0,India,293017,Payment Failure,Negative,Critical
FB-0694,2026-07-02,Support Ticket,CUST-1074,SMB,Authentication,The OTP for login never arrives.,2,4.1.0,Singapore,2542,Login Problem,Negative,High
FB-0075,2026-07-03,Survey,CUST-1174,SMB,Integrations,We would like API support for transaction reconciliation.,5,4.1.0,UAE,5475,Integration Request,Positive,Medium
FB-0208,2026-07-03,Feature Request,CUST-1125,SMB,General,The application is easy to use and reliable.,5,4.1.0,Singapore,12517,Positive Experience,Positive,Low
FB-0716,2026-07-03,Support Ticket,CUST-1173,Enterprise,Performance,The dashboard takes too long to load.,2,4.0.0,India,192784,Slow Application,Negative,Medium
FB-0030,2026-07-04,App Store Review,CUST-1035,SMB,General,FlowPay makes payment tracking much easier.,4,4.0.0,Singapore,2931,Positive Experience,Positive,Low
FB-0151,2026-07-04,Feature Request,CUST-1021,Mid-Market,Performance,The latest version feels slower than the previous one.,1,4.0.0,Singapore,38211,Slow Application,Negative,Medium
FB-0160,2026-07-04,Feature Request,CUST-1292,Mid-Market,Reporting,We need bulk invoice downloads for accounting.,3,4.0.0,UAE,66893,Invoice Export,Neutral,Medium
FB-0182,2026-07-04,Feature Request,CUST-1022,SMB,Integrations,Please connect FlowPay with more CRM platforms.,5,4.1.0,United States,2333,Integration Request,Positive,Medium
FB-0203,2026-07-04,Sales Note,CUST-1078,Free,General,Customer support resolved my problem quickly.,4,4.0.0,United Kingdom,0,Positive Experience,Positive,Low
FB-0283,2026-07-04,App Store Review,CUST-1038,SMB,Dashboard,Please allow us to customize dashboard widgets.,4,4.1.0,UAE,3600,Dashboard Usability,Neutral,Low
FB-0452,2026-07-04,Feature Request,CUST-1164,Enterprise,Integrations,A Shopify integration would simplify our workflow.,5,4.0.0,United States,118360,Integration Request,Positive,Medium
FB-0500,2026-07-04,App Store Review,CUST-1314,SMB,Reporting,We need bulk invoice downloads for accounting.,4,4.0.0,United Kingdom,10227,Invoice Export,Neutral,Medium
FB-0651,2026-07-04,Survey,CUST-1202,Mid-Market,Performance,The dashboard takes too long to load.,1,4.1.0,United Kingdom,22461,Slow Application,Negative,Medium
FB-0155,2026-07-05,Survey,CUST-1330,SMB,Performance,The mobile application has become very slow.,1,4.1.0,India,5176,Slow Application,Negative,Medium
FB-0213,2026-07-05,Support Ticket,CUST-1201,Enterprise,Reporting,Invoice export would save our finance team several hours.,3,4.0.0,United Kingdom,205383,Invoice Export,Neutral,Medium
FB-0097,2026-07-06,Support Ticket,CUST-1104,Mid-Market,Refunds,I cannot see when my refund will be processed.,3,4.1.0,United Kingdom,55987,Refund Delay,Negative,High
FB-0339,2026-07-06,Support Ticket,CUST-1122,SMB,Performance,The latest version feels slower than the previous one.,2,4.1.0,India,8418,Slow Application,Negative,Medium
FB-0403,2026-07-06,App Store Review,CUST-1290,Free,Integrations,Please add an integration with our accounting software.,4,4.0.0,UAE,0,Integration Request,Positive,Medium
FB-0467,2026-07-06,App Store Review,CUST-1136,SMB,Payments,The amount was deducted but the order was not confirmed.,2,4.0.0,United States,2869,Payment Failure,Negative,Critical
FB-0564,2026-07-06,Survey,CUST-1332,Enterprise,Integrations,We would like API support for transaction reconciliation.,5,4.1.0,United Kingdom,286701,Integration Request,Positive,Medium
FB-0571,2026-07-06,Survey,CUST-1081,SMB,Dashboard,The dashboard navigation is confusing.,4,4.1.0,UAE,8375,Dashboard Usability,Neutral,Low
FB-0572,2026-07-06,Survey,CUST-1026,SMB,Authentication,The OTP for login never arrives.,1,4.0.0,United Kingdom,6895,Login Problem,Negative,High
FB-0618,2026-07-06,Feature Request,CUST-1123,Mid-Market,General,The new dashboard is clean and helpful.,5,4.0.0,United States,55995,Positive Experience,Positive,Low
FB-0648,2026-07-06,Survey,CUST-1099,SMB,Dashboard,The dashboard navigation is confusing.,3,4.0.0,India,4947,Dashboard Usability,Neutral,Low
FB-0726,2026-07-06,Sales Note,CUST-1092,SMB,Reporting,Invoice export would save our finance team several hours.,4,4.0.0,India,4859,Invoice Export,Neutral,Medium
FB-0172,2026-07-07,Survey,CUST-1026,SMB,Reporting,Invoice export would save our finance team several hours.,3,4.0.0,UAE,5271,Invoice Export,Neutral,Medium
FB-0201,2026-07-07,App Store Review,CUST-1162,SMB,Reporting,Please add an option to export invoices to Excel.,3,4.0.0,Singapore,11419,Invoice Export,Neutral,Medium
FB-0245,2026-07-07,Support Ticket,CUST-1280,Free,Dashboard,Important payment information is difficult to find.,4,4.0.0,UAE,0,Dashboard Usability,Neutral,Low
FB-0252,2026-07-07,Support Ticket,CUST-1152,Enterprise,Authentication,Biometric login stopped working after the update.,3,4.0.0,Singapore,293844,Login Problem,Negative,High
FB-0271,2026-07-07,Support Ticket,CUST-1211,Enterprise,Payments,The amount was deducted but the order was not confirmed.,1,4.0.0,India,289433,Payment Failure,Negative,Critical
FB-0427,2026-07-07,App Store Review,CUST-1102,Free,Refunds,I cannot see when my refund will be processed.,2,4.0.0,UAE,0,Refund Delay,Negative,High
FB-0461,2026-07-07,Sales Note,CUST-1090,Mid-Market,Dashboard,Important payment information is difficult to find.,4,4.1.0,United Kingdom,43365,Dashboard Usability,Neutral,Low
FB-0476,2026-07-07,Feature Request,CUST-1278,SMB,Authentication,Biometric login stopped working after the update.,1,4.0.0,United States,3117,Login Problem,Negative,High
FB-0600,2026-07-07,Sales Note,CUST-1113,SMB,Payments,The amount was deducted but the order was not confirmed.,1,4.1.0,Singapore,4450,Payment Failure,Negative,Critical
FB-0702,2026-07-07,Survey,CUST-1098,SMB,Payments,My payment failed after I entered the OTP.,1,4.1.0,UAE,5594,Payment Failure,Negative,Critical
FB-0728,2026-07-07,Feature Request,CUST-1320,Mid-Market,General,The new dashboard is clean and helpful.,5,4.0.0,India,71540,Positive Experience,Positive,Low
FB-0750,2026-07-07,Feature Request,CUST-1317,SMB,Integrations,We would like API support for transaction reconciliation.,4,4.1.0,United Kingdom,10714,Integration Request,Positive,Medium
FB-0064,2026-07-08,Support Ticket,CUST-1329,SMB,Payments,The app crashed while I was paying by card.,1,4.0.0,Singapore,11246,Payment Failure,Negative,Critical
FB-0221,2026-07-08,Survey,CUST-1169,Mid-Market,Reporting,Please add an option to export invoices to Excel.,3,4.0.0,UAE,46123,Invoice Export,Neutral,Medium
FB-0253,2026-07-08,App Store Review,CUST-1141,SMB,Refunds,The refund status has been pending for a week.,1,4.1.0,India,9546,Refund Delay,Negative,High
FB-0299,2026-07-08,Sales Note,CUST-1018,Enterprise,Reporting,Can you support PDF and CSV invoice exports?,4,4.1.0,UAE,256328,Invoice Export,Neutral,Medium
FB-0629,2026-07-08,Sales Note,CUST-1055,Enterprise,Performance,The latest version feels slower than the previous one.,2,4.0.0,India,281287,Slow Application,Negative,Medium
FB-0713,2026-07-08,App Store Review,CUST-1090,SMB,Integrations,Please add an integration with our accounting software.,5,4.1.0,United Kingdom,9530,Integration Request,Positive,Medium
FB-0504,2026-07-09,Sales Note,CUST-1334,SMB,Performance,The dashboard takes too long to load.,3,4.1.0,United States,8201,Slow Application,Negative,Medium
FB-0578,2026-07-09,Survey,CUST-1239,SMB,Dashboard,Please allow us to customize dashboard widgets.,4,4.1.0,UAE,5057,Dashboard Usability,Neutral,Low
FB-0708,2026-07-09,Feature Request,CUST-1132,SMB,Integrations,Please add an integration with our accounting software.,4,4.0.0,India,12540,Integration Request,Positive,Medium
FB-0748,2026-07-09,App Store Review,CUST-1164,SMB,Payments,Checkout keeps loading and the payment never completes.,2,4.0.0,UAE,14325,Payment Failure,Negative,Critical
FB-0006,2026-07-10,Sales Note,CUST-1098,Mid-Market,Refunds,My refund has not arrived after ten days.,1,4.1.0,United Kingdom,73029,Refund Delay,Negative,High
FB-0039,2026-07-10,App Store Review,CUST-1279,Mid-Market,Dashboard,The dashboard navigation is confusing.,3,4.0.0,UAE,22332,Dashboard Usability,Neutral,Low
FB-0040,2026-07-10,Survey,CUST-1020,Free,Authentication,The app keeps signing me out.,1,4.1.0,United Kingdom,0,Login Problem,Negative,High
FB-0101,2026-07-10,Support Ticket,CUST-1141,SMB,Authentication,Biometric login stopped working after the update.,2,4.0.0,UAE,11820,Login Problem,Negative,High
FB-0103,2026-07-10,App Store Review,CUST-1292,SMB,Integrations,Please connect FlowPay with more CRM platforms.,4,4.0.0,Singapore,7272,Integration Request,Positive,Medium
FB-0198,2026-07-10,App Store Review,CUST-1185,Enterprise,Performance,The mobile application has become very slow.,1,4.0.0,United Kingdom,298180,Slow Application,Negative,Medium
FB-0268,2026-07-10,App Store Review,CUST-1100,Mid-Market,General,Customer support resolved my problem quickly.,4,4.1.0,Singapore,42367,Positive Experience,Positive,Low
FB-0278,2026-07-10,Support Ticket,CUST-1255,Mid-Market,Reporting,Invoice export would save our finance team several hours.,4,4.0.0,United States,61062,Invoice Export,Neutral,Medium
FB-0390,2026-07-10,Support Ticket,CUST-1220,Enterprise,General,The new dashboard is clean and helpful.,5,4.1.0,United Kingdom,163592,Positive Experience,Positive,Low
FB-0398,2026-07-10,Sales Note,CUST-1243,SMB,Payments,I was charged twice for the same transaction.,1,4.1.0,Singapore,10561,Payment Failure,Negative,Critical
FB-0438,2026-07-10,Survey,CUST-1215,Mid-Market,Refunds,My refund has not arrived after ten days.,3,4.0.0,United States,28468,Refund Delay,Negative,High
FB-0471,2026-07-10,App Store Review,CUST-1324,Mid-Market,Payments,Checkout keeps loading and the payment never completes.,3,4.1.0,UAE,28310,Payment Failure,Negative,Critical
FB-0529,2026-07-10,Survey,CUST-1141,Mid-Market,Refunds,The refund status has been pending for a week.,3,4.1.0,United Kingdom,74967,Refund Delay,Negative,High
FB-0085,2026-07-11,Sales Note,CUST-1194,Mid-Market,Integrations,Please connect FlowPay with more CRM platforms.,5,4.0.0,United States,66822,Integration Request,Positive,Medium
FB-0166,2026-07-11,Sales Note,CUST-1047,Mid-Market,Refunds,Support confirmed a refund but I have not received it.,3,4.0.0,United States,68293,Refund Delay,Negative,High
FB-0218,2026-07-11,Sales Note,CUST-1020,Mid-Market,General,FlowPay makes payment tracking much easier.,4,4.1.0,United Kingdom,28046,Positive Experience,Positive,Low
FB-0229,2026-07-11,Support Ticket,CUST-1293,Mid-Market,General,The application is easy to use and reliable.,5,4.1.0,United States,32922,Positive Experience,Positive,Low
FB-0315,2026-07-11,Feature Request,CUST-1227,SMB,Reporting,Invoice export would save our finance team several hours.,3,4.1.0,India,13218,Invoice Export,Neutral,Medium
FB-0366,2026-07-11,App Store Review,CUST-1062,SMB,Dashboard,The dashboard navigation is confusing.,3,4.0.0,United Kingdom,9570,Dashboard Usability,Neutral,Low
FB-0418,2026-07-11,Feature Request,CUST-1032,Mid-Market,Performance,Transaction history freezes when I scroll.,2,4.0.0,United States,34561,Slow Application,Negative,Medium
FB-0521,2026-07-11,Feature Request,CUST-1070,SMB,Performance,The dashboard takes too long to load.,1,4.1.0,Singapore,7024,Slow Application,Negative,Medium
FB-0545,2026-07-11,Feature Request,CUST-1004,SMB,Reporting,We need bulk invoice downloads for accounting.,3,4.0.0,Singapore,4389,Invoice Export,Neutral,Medium
FB-0664,2026-07-11,Survey,CUST-1072,SMB,Reporting,Can you support PDF and CSV invoice exports?,4,4.1.0,United Kingdom,7739,Invoice Export,Neutral,Medium
FB-0068,2026-07-12,App Store Review,CUST-1310,SMB,General,FlowPay makes payment tracking much easier.,4,4.1.0,United States,6198,Positive Experience,Positive,Low
FB-0216,2026-07-12,Feature Request,CUST-1258,SMB,Performance,The latest version feels slower than the previous one.,3,4.0.0,United States,6728,Slow Application,Negative,Medium
FB-0269,2026-07-12,Survey,CUST-1250,SMB,Integrations,Please connect FlowPay with more CRM platforms.,5,4.1.0,United Kingdom,12725,Integration Request,Positive,Medium
FB-0279,2026-07-12,App Store Review,CUST-1108,Enterprise,General,The application is easy to use and reliable.,5,4.0.0,India,213454,Positive Experience,Positive,Low
FB-0316,2026-07-12,Survey,CUST-1115,Mid-Market,Payments,I was charged twice for the same transaction.,2,4.0.0,United Kingdom,34143,Payment Failure,Negative,Critical
FB-0532,2026-07-12,Feature Request,CUST-1300,SMB,Reporting,Please add an option to export invoices to Excel.,3,4.1.0,India,7565,Invoice Export,Neutral,Medium
FB-0624,2026-07-12,Survey,CUST-1040,Mid-Market,Performance,The latest version feels slower than the previous one.,1,4.0.0,UAE,30134,Slow Application,Negative,Medium
FB-0654,2026-07-12,App Store Review,CUST-1295,SMB,Dashboard,Please allow us to customize dashboard widgets.,3,4.0.0,India,10779,Dashboard Usability,Neutral,Low
FB-0687,2026-07-12,Support Ticket,CUST-1072,SMB,Reporting,Can you support PDF and CSV invoice exports?,3,4.1.0,UAE,11507,Invoice Export,Neutral,Medium
FB-0142,2026-07-13,Support Ticket,CUST-1179,SMB,Reporting,Can you support PDF and CSV invoice exports?,3,4.0.0,United States,9900,Invoice Export,Neutral,Medium
FB-0143,2026-07-13,Sales Note,CUST-1336,SMB,Authentication,The app keeps signing me out.,1,4.0.0,United Kingdom,11190,Login Problem,Negative,High
FB-0328,2026-07-13,Support Ticket,CUST-1023,Enterprise,Authentication,I cannot log in even though my password is correct.,2,4.1.0,India,281650,Login Problem,Negative,High
FB-0405,2026-07-13,Feature Request,CUST-1073,Free,Performance,The latest version feels slower than the previous one.,1,4.1.0,Singapore,0,Slow Application,Negative,Medium
FB-0509,2026-07-13,Sales Note,CUST-1075,Free,Performance,The dashboard takes too long to load.,1,4.0.0,United States,0,Slow Application,Negative,Medium
FB-0214,2026-07-14,Sales Note,CUST-1334,Free,Refunds,Support confirmed a refund but I have not received it.,2,4.1.0,UAE,0,Refund Delay,Negative,High
FB-0223,2026-07-14,App Store Review,CUST-1348,SMB,Reporting,We need bulk invoice downloads for accounting.,3,4.1.0,UAE,13815,Invoice Export,Neutral,Medium
FB-0002,2026-07-15,App Store Review,CUST-1119,Free,Authentication,I cannot log in even though my password is correct.,3,4.2.0,United Kingdom,0,Login Problem,Negative,High
FB-0105,2026-07-15,Feature Request,CUST-1051,Free,Payments,I was charged twice for the same transaction.,2,4.2.0,India,0,Payment Failure,Negative,Critical
FB-0133,2026-07-15,Support Ticket,CUST-1337,SMB,Payments,I was charged twice for the same transaction.,2,4.2.0,Singapore,12077,Payment Failure,Negative,Critical
FB-0381,2026-07-15,App Store Review,CUST-1223,SMB,Payments,The app crashed while I was paying by card.,2,4.2.0,United Kingdom,4235,Payment Failure,Negative,Critical
FB-0014,2026-07-16,Sales Note,CUST-1128,SMB,Payments,I was charged twice for the same transaction.,1,4.2.0,India,9668,Payment Failure,Negative,Critical
FB-0255,2026-07-16,Support Ticket,CUST-1125,Mid-Market,Payments,My payment failed after I entered the OTP.,2,4.2.0,Singapore,61091,Payment Failure,Negative,Critical
FB-0300,2026-07-16,App Store Review,CUST-1336,Free,Reporting,Can you support PDF and CSV invoice exports?,3,4.2.0,UAE,0,Invoice Export,Neutral,Medium
FB-0322,2026-07-16,Survey,CUST-1148,SMB,Refunds,I cannot see when my refund will be processed.,3,4.2.0,India,13535,Refund Delay,Negative,High
FB-0489,2026-07-16,Survey,CUST-1107,SMB,Authentication,The app keeps signing me out.,1,4.2.0,Singapore,3394,Login Problem,Negative,High
FB-0593,2026-07-16,Survey,CUST-1003,Free,Payments,Checkout keeps loading and the payment never completes.,1,4.2.0,United Kingdom,0,Payment Failure,Negative,Critical
FB-0009,2026-07-17,App Store Review,CUST-1236,SMB,Reporting,Invoice export would save our finance team several hours.,3,4.2.0,UAE,6010,Invoice Export,Neutral,Medium
FB-0047,2026-07-17,Sales Note,CUST-1097,Free,General,Customer support resolved my problem quickly.,4,4.2.0,Singapore,0,Positive Experience,Positive,Low
FB-0092,2026-07-17,Sales Note,CUST-1300,Free,Payments,My payment failed after I entered the OTP.,2,4.2.0,UAE,0,Payment Failure,Negative,Critical
FB-0116,2026-07-17,Sales Note,CUST-1128,SMB,Dashboard,Important payment information is difficult to find.,4,4.2.0,India,5115,Dashboard Usability,Neutral,Low
FB-0137,2026-07-17,Sales Note,CUST-1110,Mid-Market,Authentication,Biometric login stopped working after the update.,2,4.2.0,United Kingdom,22499,Login Problem,Negative,High
FB-0263,2026-07-17,Sales Note,CUST-1343,Free,Payments,I was charged twice for the same transaction.,1,4.2.0,Singapore,0,Payment Failure,Negative,Critical
FB-0346,2026-07-17,App Store Review,CUST-1061,Mid-Market,Payments,My payment failed after I entered the OTP.,1,4.2.0,India,58127,Payment Failure,Negative,Critical
FB-0073,2026-07-18,Feature Request,CUST-1223,SMB,Dashboard,Please allow us to customize dashboard widgets.,3,4.2.0,United Kingdom,9921,Dashboard Usability,Neutral,Low
FB-0243,2026-07-18,App Store Review,CUST-1232,Enterprise,Payments,I was charged twice for the same transaction.,2,4.2.0,Singapore,200353,Payment Failure,Negative,Critical
FB-0321,2026-07-18,Support Ticket,CUST-1291,SMB,Payments,Checkout keeps loading and the payment never completes.,3,4.2.0,United States,5390,Payment Failure,Negative,Critical
FB-0459,2026-07-18,Feature Request,CUST-1110,Free,Payments,The app crashed while I was paying by card.,1,4.2.0,United States,0,Payment Failure,Negative,Critical
FB-0469,2026-07-18,App Store Review,CUST-1331,Mid-Market,Integrations,Please connect FlowPay with more CRM platforms.,4,4.2.0,UAE,71679,Integration Request,Positive,Medium
FB-0049,2026-07-19,Survey,CUST-1259,Enterprise,Payments,Checkout keeps loading and the payment never completes.,2,4.2.0,United States,263680,Payment Failure,Negative,Critical
FB-0439,2026-07-19,Support Ticket,CUST-1261,Free,Reporting,Please add an option to export invoices to Excel.,3,4.2.0,India,0,Invoice Export,Neutral,Medium
FB-0493,2026-07-19,Feature Request,CUST-1168,SMB,Payments,I was charged twice for the same transaction.,2,4.2.0,UAE,9960,Payment Failure,Negative,Critical
FB-0512,2026-07-19,Survey,CUST-1232,SMB,Reporting,Please add an option to export invoices to Excel.,3,4.2.0,Singapore,13865,Invoice Export,Neutral,Medium
FB-0584,2026-07-19,App Store Review,CUST-1310,SMB,Performance,The dashboard takes too long to load.,1,4.2.0,United Kingdom,8002,Slow Application,Negative,Medium
FB-0639,2026-07-19,Feature Request,CUST-1255,Free,Performance,The dashboard takes too long to load.,3,4.2.0,Singapore,0,Slow Application,Negative,Medium
FB-0205,2026-07-20,App Store Review,CUST-1303,SMB,Payments,I was charged twice for the same transaction.,1,4.2.0,United Kingdom,10234,Payment Failure,Negative,Critical
FB-0557,2026-07-20,Support Ticket,CUST-1017,SMB,Payments,Checkout keeps loading and the payment never completes.,2,4.2.0,Singapore,4795,Payment Failure,Negative,Critical
FB-0653,2026-07-20,Feature Request,CUST-1211,Enterprise,Refunds,My refund has not arrived after ten days.,3,4.2.0,United States,162847,Refund Delay,Negative,High
FB-0727,2026-07-20,Support Ticket,CUST-1285,SMB,Dashboard,Important payment information is difficult to find.,3,4.2.0,India,8861,Dashboard Usability,Neutral,Low
FB-0001,2026-07-21,App Store Review,CUST-1071,Mid-Market,Payments,My payment failed after I entered the OTP.,3,4.2.0,India,31050,Payment Failure,Negative,Critical
FB-0008,2026-07-21,App Store Review,CUST-1343,SMB,Dashboard,Please allow us to customize dashboard widgets.,4,4.2.0,India,7820,Dashboard Usability,Neutral,Low
FB-0123,2026-07-21,Feature Request,CUST-1059,Enterprise,Dashboard,Important payment information is difficult to find.,3,4.2.0,India,154218,Dashboard Usability,Neutral,Low
FB-0360,2026-07-21,Sales Note,CUST-1031,Free,Dashboard,The analytics screen needs clearer filters.,4,4.2.0,United Kingdom,0,Dashboard Usability,Neutral,Low
FB-0394,2026-07-21,Support Ticket,CUST-1157,Free,Payments,The app crashed while I was paying by card.,2,4.2.0,Singapore,0,Payment Failure,Negative,Critical
FB-0573,2026-07-21,Survey,CUST-1299,Free,Authentication,I cannot log in even though my password is correct.,2,4.2.0,United Kingdom,0,Login Problem,Negative,High
FB-0077,2026-07-22,Support Ticket,CUST-1150,SMB,Performance,The mobile application has become very slow.,2,4.2.0,United Kingdom,2282,Slow Application,Negative,Medium
FB-0134,2026-07-22,Feature Request,CUST-1205,Free,General,The application is easy to use and reliable.,4,4.2.0,Singapore,0,Positive Experience,Positive,Low
FB-0335,2026-07-22,Sales Note,CUST-1288,Free,General,FlowPay makes payment tracking much easier.,4,4.2.0,Singapore,0,Positive Experience,Positive,Low
FB-0338,2026-07-22,Sales Note,CUST-1145,Mid-Market,Payments,My payment failed after I entered the OTP.,2,4.2.0,United Kingdom,54323,Payment Failure,Negative,Critical
FB-0485,2026-07-22,Sales Note,CUST-1023,Free,Performance,The dashboard takes too long to load.,2,4.2.0,UAE,0,Slow Application,Negative,Medium
FB-0676,2026-07-22,App Store Review,CUST-1297,Free,Reporting,Please add an option to export invoices to Excel.,3,4.2.0,United Kingdom,0,Invoice Export,Neutral,Medium
FB-0730,2026-07-22,Survey,CUST-1315,SMB,Authentication,Biometric login stopped working after the update.,1,4.2.0,India,6118,Login Problem,Negative,High
FB-0231,2026-07-23,Sales Note,CUST-1138,SMB,Payments,I was charged twice for the same transaction.,2,4.2.0,United Kingdom,5310,Payment Failure,Negative,Critical
FB-0266,2026-07-23,Feature Request,CUST-1238,SMB,Authentication,I cannot log in even though my password is correct.,2,4.2.0,United States,10401,Login Problem,Negative,High
FB-0421,2026-07-23,Feature Request,CUST-1198,SMB,Refunds,My refund has not arrived after ten days.,3,4.2.0,UAE,8857,Refund Delay,Negative,High
FB-0585,2026-07-23,Feature Request,CUST-1327,Enterprise,Refunds,My refund has not arrived after ten days.,2,4.2.0,UAE,95961,Refund Delay,Negative,High
FB-0071,2026-07-24,Support Ticket,CUST-1215,SMB,Authentication,Biometric login stopped working after the update.,1,4.2.0,Singapore,7590,Login Problem,Negative,High
FB-0089,2026-07-24,Sales Note,CUST-1115,SMB,Dashboard,Important payment information is difficult to find.,3,4.2.0,United Kingdom,3880,Dashboard Usability,Neutral,Low
FB-0095,2026-07-24,Support Ticket,CUST-1232,Mid-Market,General,FlowPay makes payment tracking much easier.,5,4.2.0,United States,51052,Positive Experience,Positive,Low
FB-0165,2026-07-24,Feature Request,CUST-1066,SMB,Payments,I was charged twice for the same transaction.,1,4.2.0,United States,12748,Payment Failure,Negative,Critical
FB-0206,2026-07-24,Sales Note,CUST-1021,Enterprise,Reporting,Please add an option to export invoices to Excel.,3,4.2.0,India,163505,Invoice Export,Neutral,Medium
FB-0226,2026-07-24,Feature Request,CUST-1272,SMB,Refunds,I cannot see when my refund will be processed.,3,4.2.0,United States,4837,Refund Delay,Negative,High
FB-0273,2026-07-24,Sales Note,CUST-1210,Free,Refunds,My refund has not arrived after ten days.,1,4.2.0,UAE,0,Refund Delay,Negative,High
FB-0437,2026-07-24,Support Ticket,CUST-1213,Enterprise,Payments,The app crashed while I was paying by card.,2,4.2.0,India,87645,Payment Failure,Negative,Critical
